epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.48861178755760193,1.488352656364441,0.35509735345840454,2.57435941696167
1,0.6260338425636292,1.08446204662323,0.390607088804245,2.470411777496338
2,0.6852017045021057,0.9189591407775879,0.47193586826324463,2.3476345539093018
3,0.7128133177757263,0.8129783868789673,0.44902634620666504,2.375216484069824
4,0.7674004435539246,0.6876790523529053,0.4868270456790924,2.1128480434417725
5,0.7891589403152466,0.6065478920936584,0.47079038619995117,2.635035991668701
6,0.8241506814956665,0.5171245336532593,0.5280641317367554,2.546114683151245
7,0.8353480100631714,0.4794842302799225,0.4902634620666504,2.609140157699585
8,0.8420918583869934,0.4526970684528351,0.5544100999832153,2.567354679107666
9,0.8699579834938049,0.3831985890865326,0.5326460599899292,2.354858875274658
10,0.8805191516876221,0.35244837403297424,0.5292096138000488,2.4265618324279785
11,0.879501223564148,0.3494585454463959,0.5154638886451721,2.540184736251831
12,0.9060949087142944,0.27353352308273315,0.4845360815525055,3.642667055130005
13,0.8975696563720703,0.2922136187553406,0.5280641317367554,2.912898302078247
14,0.9146201610565186,0.25021252036094666,0.4788087010383606,3.0132625102996826
15,0.9094032049179077,0.25106924772262573,0.5727376937866211,2.612555742263794
16,0.9202188849449158,0.22971811890602112,0.5887743234634399,2.5154452323913574
17,0.929762065410614,0.207424134016037,0.5395188927650452,3.337498188018799
18,0.936505913734436,0.18183080852031708,0.548682689666748,3.0533218383789062
19,0.9362514019012451,0.1876249611377716,0.5303550958633423,3.106804609298706
20,0.942740797996521,0.16960035264492035,0.5326460599899292,3.4065911769866943
21,0.9343428015708923,0.18255513906478882,0.6139748096466064,2.450465202331543
22,0.9561012983322144,0.13078244030475616,0.520045816898346,2.9898107051849365
23,0.9558467864990234,0.12318696081638336,0.5647193789482117,3.400399923324585
24,0.9503753781318665,0.14090976119041443,0.5234822630882263,2.931675910949707
25,0.9517750144004822,0.13145509362220764,0.452462762594223,4.019468784332275
26,0.9553378224372864,0.13170389831066132,0.6082473993301392,3.0599405765533447
27,0.9656444787979126,0.1051715686917305,0.5074455738067627,3.8453445434570312
28,0.9620816707611084,0.10590009391307831,0.5154638886451721,4.766681671142578
29,0.9625906348228455,0.10562913864850998,0.575028657913208,3.5934929847717285
30,0.9863850474357605,0.04350682720541954,0.5887743234634399,3.7731997966766357
31,0.9930016398429871,0.02410648763179779,0.5990836024284363,3.7340312004089355
32,0.9935106039047241,0.021629970520734787,0.6048110127449036,3.788402795791626
33,0.9951647520065308,0.017268959432840347,0.6002290844917297,3.732541084289551
34,0.9956737756729126,0.014878432266414165,0.5864834189414978,3.902161121368408
35,0.9944013357162476,0.018256882205605507,0.5853379368782043,4.027739524841309
36,0.9968189597129822,0.012736771255731583,0.5807560086250305,4.059353351593018
